Question Number,Question Title,Answer Option,Is Correct
"52","Które oprogramowanie NIE JEST systemem zarządzania treścią (CMS)?","B. Apache",true
"52","Które oprogramowanie NIE JEST systemem zarządzania treścią (CMS)?","C. Mambo",false
"52","Które oprogramowanie NIE JEST systemem zarządzania treścią (CMS)?","D. WordPress",false
"53","Który z formatów zapewnia największa redukcję rozmiaru pliku dźwiękowego?","A. WAV",false
"53","Który z formatów zapewnia największa redukcję rozmiaru pliku dźwiękowego?","B. PCM",false
"53","Który z formatów zapewnia największa redukcję rozmiaru pliku dźwiękowego?","C. MP3",true
"53","Który z formatów zapewnia największa redukcję rozmiaru pliku dźwiękowego?","D. CD-Audio",false
"54","Wskaż prawidłową kolejność tworzenia bazy danych","A. Określenie celu, utworzenie relacji, stworzenie tabel, normalizacja",false
"54","Wskaż prawidłową kolejność tworzenia bazy danych","B. Określenie celu, normalizacja, utworzenie relacji, stworzenie tabel",false
"54","Wskaż prawidłową kolejność tworzenia bazy danych","C. Określenie celu, stworzenie tabel, utworzenie relacji, normalizacja",true
"54","Wskaż prawidłową kolejność tworzenia bazy danych","D. Określenie celu, normalizacja, stworzenie tabel, utworzenie relacji",false
"55","Wskaż typ relacji pomiędzy tabelami: Tabela1 i Tabela3","A. Jeden do jednego",false
"55","Wskaż typ relacji pomiędzy tabelami: Tabela1 i Tabela3","B. Wiele do jednego",false
"55","Wskaż typ relacji pomiędzy tabelami: Tabela1 i Tabela3","C. Jeden do wielu",false
"55","Wskaż typ relacji pomiędzy tabelami: Tabela1 i Tabela3","D. Wiele do wielu",true
"56","Które z pól są umieszczone w formularzu?","A. Textarea, Option, Input(Chechbox), Input(Checkbox), Input(Submit) Input(Reset)",false
"56","Które z pól są umieszczone w formularzu?","B. Input(Text), Select, Input(Radio), Input(Radio), Input(Submit), Input(Reset)",true
"56","Które z pól są umieszczone w formularzu?","C. Textarea, Select, Input(Radio), Input(Radio), Input(Reset), Input(Submit)",false
"56","Które z pól są umieszczone w formularzu?","D. Input(Text), Input(Chechbox), Select, Select, Input(Submit), Input(Reset)",false
"57","Którą z właściwości pola tabeli należy zdefiniować, aby pole przyjmowało dane składające się wyłącznie z cyfr?","A. Tagi inteligentne",false
"57","Którą z właściwości pola tabeli należy zdefiniować, aby pole przyjmowało dane składające się wyłącznie z cyfr?","B. Wartość domyślną",false
"57","Którą z właściwości pola tabeli należy zdefiniować, aby pole przyjmowało dane składające się wyłącznie z cyfr?","C. Maskę wprowadzania",true
"57","Którą z właściwości pola tabeli należy zdefiniować, aby pole przyjmowało dane składające się wyłącznie z cyfr?","D. Regułę sprawdzania poprawności",false
"58","Którego ze słów kluczowych języka SQL należy użyć, aby wyeliminować duplikaty?","A. LIKE",false
"58","Którego ze słów kluczowych języka SQL należy użyć, aby wyeliminować duplikaty?","B. DISTINCT",true
"58","Którego ze słów kluczowych języka SQL należy użyć, aby wyeliminować duplikaty?","C. ORDER BY",false
"58","Którego ze słów kluczowych języka SQL należy użyć, aby wyeliminować duplikaty?","D. GROUP BY",false
"59","Które ze stwierdzeń prawidłowo charakteryzuje zdefiniowaną tabelę: CREATE TABLE dane (kolumna INTEGER(3));","A. Tabela o nazwie posiada trzy kolumny liczb całkowitych",false
"59","Które ze stwierdzeń prawidłowo charakteryzuje zdefiniowaną tabelę: CREATE TABLE dane (kolumna INTEGER(3));","B. Tabela o nazwie posiada jedną kolumnę liczb całkowitych",true
"59","Które ze stwierdzeń prawidłowo charakteryzuje zdefiniowaną tabelę: CREATE TABLE dane (kolumna INTEGER(3));","C. Tabela posiada jedną kolumnę zawierającą trzy elementowe tablice",false
"59","Które ze stwierdzeń prawidłowo charakteryzuje zdefiniowaną tabelę: CREATE TABLE dane (kolumna INTEGER(3));","D. Kolumny tabeli nazywają się: , ,",false
"60","Polecenie REVOKE SELECT ON nazwa1 FROM nazwa2 w języku SQL umożliwia","A. nadanie uprawnień z użyciem zdefiniowanego schematu",false
"60","Polecenie REVOKE SELECT ON nazwa1 FROM nazwa2 w języku SQL umożliwia","B. odbieranie uprawnień użytkownikowi",true
"60","Polecenie REVOKE SELECT ON nazwa1 FROM nazwa2 w języku SQL umożliwia","C. usuwanie użytkownika z bazy",false
"60","Polecenie REVOKE SELECT ON nazwa1 FROM nazwa2 w języku SQL umożliwia","D. nadawanie praw do tabeli",false
"61","Które polecenie wydane z konsoli systemu operacyjnego, zawierające w swojej składni opcję --repair, umożliwia naprawę bazy danych?","A. mysqlcheck",true
"61","Które polecenie wydane z konsoli systemu operacyjnego, zawierające w swojej składni opcję --repair, umożliwia naprawę bazy danych?","B. mysqldump",false
"61","Które polecenie wydane z konsoli systemu operacyjnego, zawierające w swojej składni opcję --repair, umożliwia naprawę bazy danych?","C. truncate",false
"61","Które polecenie wydane z konsoli systemu operacyjnego, zawierające w swojej składni opcję --repair, umożliwia naprawę bazy danych?","D. create",false
"62","Które polecenie wydane z konsoli systemowej dokona przywrócenia bazy danych?","A. mysqldump -u root -p baza > kopia.sql",false
"62","Które polecenie wydane z konsoli systemowej dokona przywrócenia bazy danych?","B. mysqldump -u root -p baza < kopia.sql",false
"62","Które polecenie wydane z konsoli systemowej dokona przywrócenia bazy danych?","C. mysql -u root -p baza < kopia.sql",true
"62","Które polecenie wydane z konsoli systemowej dokona przywrócenia bazy danych?","D. mysql -u root -p baza > kopia.sql",false
"63","Polecenie w języku SQL GRANT ALL PRIVILEGES ON klienci TO pracownik","A. nadaje uprawnienie grupie do tabeli",false
"63","Polecenie w języku SQL GRANT ALL PRIVILEGES ON klienci TO pracownik","B. odbiera wszystkie uprawnienia do tabeli",false
"63","Polecenie w języku SQL GRANT ALL PRIVILEGES ON klienci TO pracownik","C. skopiuje uprawnienia z grupy na użytkownika",false
"63","Polecenie w języku SQL GRANT ALL PRIVILEGES ON klienci TO pracownik","D. nadaje wszystkie uprawnienia do tabeli użytkownikowi",true
"64","Która z wymienionych funkcji sortowania wykorzystywana w języku PHP sortuje tablicę asocjacyjną według indeksów","A. sort()",false
"64","Która z wymienionych funkcji sortowania wykorzystywana w języku PHP sortuje tablicę asocjacyjną według indeksów","B. rsort()",false
"64","Która z wymienionych funkcji sortowania wykorzystywana w języku PHP sortuje tablicę asocjacyjną według indeksów","C. asort()",false
"64","Która z wymienionych funkcji sortowania wykorzystywana w języku PHP sortuje tablicę asocjacyjną według indeksów","D. ksort()",true
"65","W skrypcie PHP należy utworzyć cookie o nazwie owoce które przyjmie wartość jabłko. Cookie ma być dostępne przez jedną godzinę od jego utworzenia. W tym celu należy w skrypcie PHP użyć funkcji:","A. cookie("owoce","jabłko",3600);",false
"65","W skrypcie PHP należy utworzyć cookie o nazwie owoce które przyjmie wartość jabłko. Cookie ma być dostępne przez jedną godzinę od jego utworzenia. W tym celu należy w skrypcie PHP użyć funkcji:","B. cookie("jabłko","owoce",3600);",false
"65","W skrypcie PHP należy utworzyć cookie o nazwie owoce które przyjmie wartość jabłko. Cookie ma być dostępne przez jedną godzinę od jego utworzenia. W tym celu należy w skrypcie PHP użyć funkcji:","C. setcookie("owoce","jabłko",time()+3600);",true
"65","W skrypcie PHP należy utworzyć cookie o nazwie owoce które przyjmie wartość jabłko. Cookie ma być dostępne przez jedną godzinę od jego utworzenia. W tym celu należy w skrypcie PHP użyć funkcji:","D. setcookie("jabłko","owoce",time()+3600);",false
"66","Wskaż słowo kluczowe w języku C++ dodawane przed wbudowanym typem danych, które przesuwa zakres liczby wyłącznie nieujemne","A. long",false
"66","Wskaż słowo kluczowe w języku C++ dodawane przed wbudowanym typem danych, które przesuwa zakres liczby wyłącznie nieujemne","B. const",false
"66","Wskaż słowo kluczowe w języku C++ dodawane przed wbudowanym typem danych, które przesuwa zakres liczby wyłącznie nieujemne","C. short",false
"66","Wskaż słowo kluczowe w języku C++ dodawane przed wbudowanym typem danych, które przesuwa zakres liczby wyłącznie nieujemne","D. unsigned",true
"67","W językach programowania tylko zmienna jednego typu wbudowanego może przyjmować wyłącznie dwie wartości. Jest to typ","A. logiczny",true
"67","W językach programowania tylko zmienna jednego typu wbudowanego może przyjmować wyłącznie dwie wartości. Jest to typ","B. znakowy",false
"67","W językach programowania tylko zmienna jednego typu wbudowanego może przyjmować wyłącznie dwie wartości. Jest to typ","C. tablicowy",false
"67","W językach programowania tylko zmienna jednego typu wbudowanego może przyjmować wyłącznie dwie wartości. Jest to typ","D. łańcuchowy",false
"68","Instrukcja języka PHP tworząca obiekt pkt dla zdefiniowanej w ramce klasy ma postać","A. pkt Punkt;",false
"68","Instrukcja języka PHP tworząca obiekt pkt dla zdefiniowanej w ramce klasy ma postać","B. pkt = new Punkt();",true
"68","Instrukcja języka PHP tworząca obiekt pkt dla zdefiniowanej w ramce klasy ma postać","C. pkt Punkt();",false
"68","Instrukcja języka PHP tworząca obiekt pkt dla zdefiniowanej w ramce klasy ma postać","D. Punkt() pkt;",false
"69","Wskaż wynik wykonania skryptu napisanego w języku PHP","A. A",true
"69","Wskaż wynik wykonania skryptu napisanego w języku PHP","B. B",false
"69","Wskaż wynik wykonania skryptu napisanego w języku PHP","C. C",false
"69","Wskaż wynik wykonania skryptu napisanego w języku PHP","D. D",false
"70","Które ze stwierdzeń dotyczących języków programowania NIE jest prawdziwe","A. C++ jest językiem obiektowym",false
"70","Które ze stwierdzeń dotyczących języków programowania NIE jest prawdziwe","B. JavaScript jest językiem skryptowym",false
"70","Które ze stwierdzeń dotyczących języków programowania NIE jest prawdziwe","C. SQL jest językiem programowania strukturalnego",true
"70","Które ze stwierdzeń dotyczących języków programowania NIE jest prawdziwe","D. PHP jest językiem do tworzenia stron w czasie rzeczywistym",false
"71","Jaka wartość zostanie wypisana na standardowym wyjściu dla zamieszczonego w ramce fragmentu programu napisanego w języku C++","A. 0",false
"71","Jaka wartość zostanie wypisana na standardowym wyjściu dla zamieszczonego w ramce fragmentu programu napisanego w języku C++","B. 2",false
"71","Jaka wartość zostanie wypisana na standardowym wyjściu dla zamieszczonego w ramce fragmentu programu napisanego w języku C++","C. 3",true
"71","Jaka wartość zostanie wypisana na standardowym wyjściu dla zamieszczonego w ramce fragmentu programu napisanego w języku C++","D. 32",false
"72","Wskaż stwierdzenie, które nie jest prawdziwe dla następującej definicji funkcji w języku C++?","A. Funkcja zwraca wartość",true
"72","Wskaż stwierdzenie, które nie jest prawdziwe dla następującej definicji funkcji w języku C++?","B. Funkcja nie zwraca wartości",false
"72","Wskaż stwierdzenie, które nie jest prawdziwe dla następującej definicji funkcji w języku C++?","C. Funkcja posiada dwa parametry",false
"72","Wskaż stwierdzenie, które nie jest prawdziwe dla następującej definicji funkcji w języku C++?","D. Funkcja odwołuje się do parametrów przez referencję",false
"73","Element zadeklarowany w języku C++ double *x; to","A. Parametr formalny typu rzeczywistego",false
"73","Element zadeklarowany w języku C++ double *x; to","B. Zmienna rzeczywista",false
"73","Element zadeklarowany w języku C++ double *x; to","C. Zmienna całkowita",false
"73","Element zadeklarowany w języku C++ double *x; to","D. Wskaźnik",true
"74","Wskaż prawidłową kolejność tworzenia aplikacji","A. Specyfikacja wymagań, analiza wymagań klienta, tworzenie, wdrażanie,testy",false
"74","Wskaż prawidłową kolejność tworzenia aplikacji","B. Analiza wymagań klienta, specyfikacja wymagań tworzenie, testy, wdrażanie",true
"74","Wskaż prawidłową kolejność tworzenia aplikacji","C. Tworzenie, analiza wymagań klienta, specyfikacja wymagań, wdrażanie, testy",false
"74","Wskaż prawidłową kolejność tworzenia aplikacji","D. Analiza wymagań klienta, specyfikacja wymagań, tworzenie, wdrażanie, testy",false
"75","Jaką wartość zwróci funkcja zao zdefiniowana w języku C++, wywołana z aktualnym parametrem 3.55","A. 3",false
"75","Jaką wartość zwróci funkcja zao zdefiniowana w języku C++, wywołana z aktualnym parametrem 3.55","B. 4",true
"75","Jaką wartość zwróci funkcja zao zdefiniowana w języku C++, wywołana z aktualnym parametrem 3.55","C. 3.5",false
"75","Jaką wartość zwróci funkcja zao zdefiniowana w języku C++, wywołana z aktualnym parametrem 3.55","D. 4.05",false
"76","Proces tłumaczenia kodu źródłowego pisanego przez programistę na zrozumiały dla komputera kod maszynowy to","A. debugowanie",false
"76","Proces tłumaczenia kodu źródłowego pisanego przez programistę na zrozumiały dla komputera kod maszynowy to","B. uruchamianie",false
